# Number of sources: 50000
# RA (deg),Dec (deg),I (Jy),Q (Jy),U (Jy),V (Jy),Ref. freq. (Hz),Spectral index,Rotation measure (rad/m^2),FWHM major (arcsec),FWHM minor (arcsec),Position angle (deg)
25.287737, -31.865964, 5.707627e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
13.609228, -31.441482, 1.258185e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
22.847201, -39.710351, 9.025285e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
10.603843, -35.552043, 1.831872e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
20.211802, -39.484832, 7.496857e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
21.573841, -39.309805, 9.072128e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
11.573865, -32.168231, 1.484229e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
23.311091, -32.372245, 4.034468e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
20.920161, -23.453442, 1.027468e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
27.407261, -29.273504, 1.368258e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
23.445977, -30.482366, 1.598243e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
10.054151, -29.421392, 8.061084e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
22.816115, -23.387256, 9.582569e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
28.415713, -29.057954, 4.968096e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
20.365348, -28.224930, 1.126992e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
11.411102, -25.010271, 1.351656e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
22.100487, -35.588567, 3.323422e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
20.229711, -31.970422, 2.563828e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
24.204046, -24.397180, 6.330029e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
15.289892, -31.722568, 3.883060e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
29.380721, -32.022287, 2.126001e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
23.326957, -35.150175, 4.599566e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
12.695950, -27.910106, 5.788364e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
13.971972, -31.615183, 1.761447e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
22.318692, -33.519037, 5.345220e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
13.885785, -35.197652, 3.296220e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
14.082164, -36.344058, 2.807294e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
12.556885, -24.410206, 3.837964e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
24.484364, -32.585774, 1.793279e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
12.845216, -35.237619, 7.345626e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
19.312387, -31.916436, 3.081652e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
28.149913, -24.490412, 9.729937e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
16.816433, -20.435473, 2.181393e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
16.167821, -36.771245, 2.459608e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
15.191765, -25.596411, 6.623373e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
25.225589, -29.232609, 1.813617e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
10.121896, -28.932504, 1.397965e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
11.785104, -36.889380, 9.566462e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
20.904694, -33.446917, 5.932599e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
29.071723, -26.890485, 3.726645e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
23.194826, -36.945214, 4.520834e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
23.593953, -27.278280, 2.921758e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
24.403159, -28.508422, 2.224088e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
17.808241, -29.495151, 8.660694e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
26.643873, -24.562211, 2.669708e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
25.936390, -29.497067, 6.214782e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
19.874061, -26.512721, 1.990506e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
19.108028, -21.788261, 8.486947e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
12.946913, -34.158845, 4.134009e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
19.365038, -27.707747, 1.354426e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
18.947725, -27.346337, 3.619080e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
22.807422, -36.495378, 1.245773e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
23.513078, -31.497359, 1.451970e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
20.272895, -33.455595, 3.081422e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
15.324477, -28.234931, 5.757762e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
22.397638, -30.065256, 2.082376e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
21.581747, -31.233820, 6.785812e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
21.183109, -37.161160, 8.632020e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
16.838378, -37.917204, 1.535931e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
17.412114, -20.559423, 1.487068e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
26.801628, -36.172040, 1.124447e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
17.111644, -27.491196, 1.595387e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
27.913426, -25.615538, 6.448758e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
28.603804, -27.937125, 1.900443e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
18.934415, -33.254200, 1.455740e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
15.066108, -21.827937, 7.049044e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
17.218661, -22.400085, 3.618019e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
15.951692, -31.934379, 1.636052e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
10.679230, -24.657328, 1.796059e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
15.132069, -37.301176, 1.030352e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
20.116980, -27.569562, 1.411065e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
13.251927, -37.847314, 1.809332e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
21.025598, -27.894339, 2.168643e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
25.456542, -23.498202, 5.525095e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
20.153050, -25.309261, 1.171222e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
20.524606, -39.707694, 3.426535e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
19.718647, -21.102836, 2.063507e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
15.557120, -25.128906, 4.538781e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
18.149814, -31.453544, 4.077737e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
11.268875, -23.763731, 2.816955e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
17.186436, -33.423063, 5.359013e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
12.826574, -26.203479, 8.166624e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
21.400567, -28.800476, 2.113884e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
18.648076, -36.854212, 6.683391e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
13.394710, -36.104786, 9.941859e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
15.250113, -29.899303, 4.907438e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
27.335353, -27.650978, 2.662522e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
21.923971, -34.256530, 3.231879e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
14.761861, -38.147874, 3.646501e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
11.290761, -28.474056, 8.849284e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
19.096978, -21.029444, 9.221707e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
18.974197, -30.983852, 2.893634e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
13.358484, -22.585318, 4.197319e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
15.725606, -37.630323, 5.967763e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
21.304499, -21.376749, 4.594913e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
14.415422, -23.731065, 6.940488e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
27.408096, -34.131668, 3.177221e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
30.142964, -29.882416, 1.711176e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
13.665813, -25.354487, 7.291161e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
19.485357, -22.059115, 1.577865e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
21.998296, -23.714620, 1.989980e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
24.029220, -28.732277, 1.682565e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
26.662965, -25.954053, 9.599787e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
28.872354, -30.713916, 3.021569e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
30.791336, -29.828669, 3.613947e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
26.000042, -25.554142, 2.094632e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
13.799099, -26.106489, 3.810727e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
17.063361, -33.669435, 1.564233e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
25.294738, -26.194832, 9.654922e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
